"epsilon1","epsilon2","tfinal","G","R","P","Tc","V","C","mut","div","trans","Vtot","nu","numGclasses","cancer"
0.5,1.75,1232.925,0,0,0,49.02,0,0,0,3001296.31,0,2.26,5e-17,10,0
0.5,2.25,1744.695,0,0,0,50.01,0,0,0,6751426.28,0,0.35,5e-17,10,0
0.5,2.75,12000.445,16.42,0.85,0,50.03,0,0,0,24064281.76,0,0,5e-17,10,0
0.5,3.25,16535.61,759995751.29,45634335.32,0.02,50.06,0.08,0,0.32,680549695176.83,0,837.55,5e-17,10,0.32
0.5,3.75,12872.325,1987986036.9,119448975.98,0.07,50.09,0.3,0,0.76,1451264843088.67,0.02,1581.43,5e-17,10,0.76
0.5,4.25,12695.965,2925881781.23,175917387.55,0.06,50.13,0.2,0,0.76,2145139456163.14,0.02,2208.69,5e-17,10,0.76
0.5,4.75,12260.165,3676841635.45,220856565.12,0.08,50.07,0.41,0,0.86,2618649763214.57,0,2623.48,5e-17,10,0.86
0.5,0.5,14402.23,271.52,2.73,0.1,1.61,0.43,0,0,58134.98,0.05,6210.3,5e-17,10,0
0.5,1,1897.295,0,0,0,30.66,0,0,0,931123.15,0,174.89,5e-17,10,0
0.5,1.5,1235.23,0,0,0,46.39,0,0,0,2057557.75,0,6.99,5e-17,10,0
0.5,2,1335.135,0,0,0,49.85,0,0,0,4311723.39,0,0.15,5e-17,10,0
0.5,2.5,2874.225,0,0,0,50.05,0,0,0,10836247.64,0,0,5e-17,10,0
0.5,3,18250.5,1499253.54,89945.36,0,50.07,0,0,0,1781696570.55,0,3.21,5e-17,10,0
0.5,3.5,15465.595,1409984555.06,84760795.25,0.06,50.13,0.25,0,0.43,1229378129823.75,0.03,1415.52,5e-17,10,0.43
0.5,4,13308.72,2493752143.39,149741785.29,0.03,50.05,0.15,0,0.68,1904207929780.55,0.01,2014.37,5e-17,10,0.68
0.5,4.5,12432.31,3324456402.11,199722825.45,0.06,50.08,0.18,0,0.77,2393293002434,0.04,2407.96,5e-17,10,0.77
0.5,5,11350.14,3989913047.23,239784245.23,0.1,50.1,0.51,0,0.82,2633567437575.33,0.02,2545.43,5e-17,10,0.82
0.55,0.75,7180.495,8.84,0.17,0,11.76,0,0,0,472213.87,0.01,1171.32,5e-17,10,0
0.55,1.25,1448.255,0,0,0,39.96,0,0,0,1447385.26,0,38.76,5e-17,10,0
0.55,1.75,1191.69,0,0,0,48.76,0,0,0,2977128.88,0,8.1,5e-17,10,0
0.55,2.25,1635.985,0,0,0,50,0,0,0,6031303.47,0,0,5e-17,10,0
0.55,2.75,7468.29,1.25,0.14,0,50.04,0,0,0,19070385.26,0,0.46,5e-17,10,0
0.55,3.25,17492.215,609244586.99,37181672.87,0.03,50.04,0.17,0,0.14,581136453386.9,0.01,652.25,5e-17,10,0.14
0.55,3.75,13627.98,1858670021.33,113481290.09,0.08,50.06,0.28,0,0.64,1460479642199.19,0,1456.54,5e-17,10,0.64
0.55,4.25,12560.195,2810577952.58,171747441.56,0.11,50.11,0.47,0,0.79,2067546288543.03,0,1892.2,5e-17,10,0.79
0.55,4.75,12128.5,3562114302.14,217840400.99,0.08,50.16,0.41,0,0.77,2551246061953.33,0.01,2166.52,5e-17,10,0.77
0.55,0.5,13253.565,131.68,1.49,0.07,1.3,0.33,0,0,26201.73,0,1090.41,5e-17,10,0
0.55,1,2083.185,0,0,0,28.38,0,0,0,912475.97,0,171.96,5e-17,10,0
0.55,1.5,1247.605,0,0,0,45.45,0,0,0,1975043.62,0,19.78,5e-17,10,0
0.55,2,1299.58,0,0,0,49.8,0,0,0,4030687.44,0,0,5e-17,10,0
0.55,2.5,2748.225,0,0,0,50.01,0,0,0,9598640.59,0,0,5e-17,10,0
0.55,3,18215.86,226.77,13.27,0,50.07,0,0,0,129860591.99,0,1.56,5e-17,10,0
0.55,3.5,15554.83,1277149083.73,77975075.53,0.07,50.06,0.23,0,0.42,1131392246154.22,0,1104.34,5e-17,10,0.42
0.55,4,14247.15,2363746834.55,144392511.45,0.08,50.09,0.27,0,0.56,1968181380273.42,0.02,1823.83,5e-17,10,0.56
0.55,4.5,12054.08,3212219973.12,196223434.31,0.1,50.09,0.31,0,0.82,2275384467120.04,0,2080.38,5e-17,10,0.82
0.55,5,10974.765,3888003982.49,237627279.67,0.16,50.12,0.64,0,0.89,2519797156382.58,0.01,2162.42,5e-17,10,0.89
0.6,0.75,11251.645,37.25,0.64,0,8.85,0,0,0,391102.5,0,1395.89,5e-17,10,0
0.6,1.25,1532.275,0,0,0,38.36,0,0,0,1415508.57,0,35.16,5e-17,10,0
0.6,1.75,1203.385,0,0,0,48.58,0,0,0,2811803.11,0,0.78,5e-17,10,0
0.6,2.25,1602.22,0,0,0,49.98,0,0,0,5544386.12,0,0.08,5e-17,10,0
0.6,2.75,5929.66,0.44,0,0,50.05,0,0,0,17177110.62,0,0,5e-17,10,0
0.6,3.25,16722.74,456949249.57,28340236.53,0.01,50.03,0.03,0,0.28,407491659612,0,403.4,5e-17,10,0.28
0.6,3.75,14794.21,1720000714.57,106798312.77,0.04,50.1,0.19,0,0.53,1494703251467.95,0,1239.19,5e-17,10,0.53
0.6,4.25,12822.88,2691763276.54,167196572.5,0.05,50.12,0.15,0,0.73,2054665288240.58,0.02,1663.13,5e-17,10,0.73
0.6,4.75,11272.52,3464206059.78,215084441.57,0.06,50.09,0.36,0,0.87,2333583874710.24,0,1745.68,5e-17,10,0.87
0.6,0.5,10438.875,51.47,0.59,0,1.09,0,0,0,10960.91,0.01,738.09,5e-17,10,0
0.6,1,2334.475,0,0,0,26.4,0,0,0,909385.21,0,248.21,5e-17,10,0
0.6,1.5,1280.755,0,0,0,45.07,0,0,0,2010737.58,0,8.39,5e-17,10,0
0.6,2,1282.575,0,0,0,49.57,0,0,0,3995405.24,0,4.52,5e-17,10,0
0.6,2.5,2205.02,0,0,0,50.05,0,0,0,9402158.86,0,0,5e-17,10,0
0.6,3,17981.735,113.2,6.65,0,50.05,0,0,0,63793058.03,0,0,5e-17,10,0
0.6,3.5,15679.295,1131426228.35,70228278.8,0.05,50.08,0.2,0,0.4,1021455468101.96,0.02,908.86,5e-17,10,0.4
0.6,4,13326.29,2239993725.41,139049236.28,0.06,50.08,0.24,0,0.67,1765172156561.96,0.01,1419.63,5e-17,10,0.67
0.6,4.5,12374.4,3098892492.61,192461035.95,0.11,50.11,0.36,0,0.84,2290875271453.67,0.01,1795.57,5e-17,10,0.84
0.6,5,11257.505,3787010348.24,235276915.77,0.07,50.13,0.21,0,0.81,2558446651483.02,0,1968.22,5e-17,10,0.81
0.65,0.75,15186.11,98.31,1.43,0,5.29,0,0,0,327685.67,0.02,1902.28,5e-17,10,0
0.65,1.25,1599.77,0,0,0,36.79,0,0,0,1402942.64,0,53.39,5e-17,10,0
0.65,1.75,1219.65,0,0,0,48.07,0,0,0,2751947.03,0,0,5e-17,10,0
0.65,2.25,1494.11,0,0,0,49.93,0,0,0,5609518.04,0,0,5e-17,10,0
0.65,2.75,4551.98,0.6,0.04,0,50.02,0,0,0,15279372.67,0,0.37,5e-17,10,0
0.65,3.25,17800.495,299939369.32,18904099.43,0,50.05,0,0,0.1,276974980565.32,0,249,5e-17,10,0.1
0.65,3.75,14630.57,1591945724.48,100378287.7,0.02,50.06,0.17,0,0.52,1384528775418.85,0,995.71,5e-17,10,0.52
0.65,4.25,13496.415,2580001753.39,162709766.66,0.07,50.07,0.2,0,0.68,2105250107646.69,0.02,1463.44,5e-17,10,0.68
0.65,4.75,11364.1,3354731560.68,211771651.79,0.04,50.13,0.17,0,0.87,2315641619149.33,0.01,1534.45,5e-17,10,0.87
0.65,0.5,2758.09,0.38,0,0,1,0,0,0,1054.31,0,29.45,5e-17,10,0
0.65,1,2774.295,0,0,0,21.67,0,0,0,782722.09,0.01,181.12,5e-17,10,0
0.65,1.5,1310.555,0,0,0,43.83,0,0,0,1902499.06,0,14.69,5e-17,10,0
0.65,2,1244.38,0,0,0,49.66,0,0,0,3694538.51,0,0.87,5e-17,10,0
0.65,2.5,2008.365,0,0,0,50,0,0,0,8140565.12,0,0,5e-17,10,0
0.65,3,16425.475,60.12,3.72,0,50.04,0,0,0,43239402.14,0,0.43,5e-17,10,0
0.65,3.5,15810.405,989986638.98,62429324.27,0.02,50.07,0.09,0,0.39,908944829794.57,0,697.06,5e-17,10,0.39
0.65,4,13467.325,2119861458.69,133634005.04,0.02,50.04,0.06,0,0.69,1710768713829.81,0,1190.13,5e-17,10,0.69
0.65,4.5,11064.635,2987753047.76,188545563.04,0.11,50.11,0.45,0,0.85,1993816537205.65,0.01,1344.95,5e-17,10,0.85
0.65,5,11097.875,3690006027.62,232828910.75,0.06,50.1,0.29,0,0.83,2492917497330.59,0.01,1746.14,5e-17,10,0.83
0.7,0.75,17144.945,206.71,3.35,0,3.09,0,0,0,213345.22,0.02,2064.82,5e-17,10,0
0.7,1.25,1753.56,0,0,0,33.59,0,0,0,1233004.99,0,38.06,5e-17,10,0
0.7,1.75,1215.405,0,0,0,47.59,0,0,0,2553806.04,0,1.64,5e-17,10,0
0.7,2.25,1406.715,0,0,0,49.93,0,0,0,5186604.26,0,0,5e-17,10,0
0.7,2.75,3602.93,0,0,0,50.05,0,0,0,13303986.66,0,0,5e-17,10,0
0.7,3.25,17919.285,147598085.39,9446251.3,0.01,50.04,0.04,0,0.08,119466912564.3,0,115.43,5e-17,10,0.08
0.7,3.75,14705.93,1457333101.99,93362433.44,0.01,50.07,0.06,0,0.51,1287548630480.76,0.03,823.38,5e-17,10,0.51
0.7,4.25,12801.81,2455280476.81,157444486.59,0.09,50.13,0.32,0,0.7,1925253723283.42,0.01,1204.47,5e-17,10,0.7
0.7,4.75,11791.755,3254751187.69,208553253.13,0.04,50.08,0.18,0,0.78,2366372184856.05,0.02,1411.38,5e-17,10,0.78
0.7,0.5,1159.53,0,0,0,1,0,0,0,245.85,0,0,5e-17,10,0
0.7,1,3283.725,0,0,0,19.89,0,0,0,821996.22,0,199.19,5e-17,10,0
0.7,1.5,1356.32,0,0,0,42.6,0,0,0,1752412.91,0,24.44,5e-17,10,0
0.7,2,1220.94,0,0,0,49.2,0,0,0,3413217.57,0,0,5e-17,10,0
0.7,2.5,1877.865,0,0,0,50.04,0,0,0,7687661.29,0,0.09,5e-17,10,0
0.7,3,14372.435,31.06,1.8,0,50.04,0,0,0,32239986.72,0,0.53,5e-17,10,0
0.7,3.5,16266.38,848578577.98,54352478.09,0.03,50.06,0.12,0,0.32,808397611458.99,0.02,618.2,5e-17,10,0.32
0.7,4,13507.43,1992442950.15,127630339.69,0.03,50.06,0.07,0,0.66,1635244386912.77,0.01,1074.56,5e-17,10,0.66
0.7,4.5,12221.69,2875551469.01,184368873.51,0.06,50.12,0.17,0,0.78,2161715446983.26,0.01,1300.16,5e-17,10,0.78
0.7,5,10864.005,3589006743.13,230079261.6,0.06,50.11,0.28,0,0.87,2408426254015.82,0.01,1414.94,5e-17,10,0.87
0.75,0.75,16449.47,273.9,4.56,0.02,1.71,0.09,0,0,83461.4,0.02,816,5e-17,10,0
0.75,1.25,1903.76,0,0,0,31.67,0,0,0,1249977.99,0,44.61,5e-17,10,0
0.75,1.75,1236.64,0,0,0,46.46,0,0,0,2397639.57,0,2.34,5e-17,10,0
0.75,2.25,1393.24,0,0,0,49.85,0,0,0,4798165.35,0,0,5e-17,10,0
0.75,2.75,3064.675,0,0,0,50.03,0,0,0,11387080.67,0,0,5e-17,10,0
0.75,3.25,18250.5,1508183.34,98048.4,0,50.03,0,0,0,1933217701.8,0,4.37,5e-17,10,0
0.75,3.75,15418.215,1332000467.76,86591526.97,0.01,50.01,0.04,0,0.47,1251475649720.24,0,744.75,5e-17,10,0.47
0.75,4.25,14066.23,2343520853.52,152508036.88,0.03,50.08,0.19,0,0.75,2054480364836.54,0,1124.23,5e-17,10,0.75
0.75,4.75,11387.32,3143155158.54,204736456.5,0.1,50.14,0.36,0,0.83,2239062760593.73,0,1177.24,5e-17,10,0.83
0.75,0.5,680.615,0,0,0,1,0,0,0,82.56,0,0,5e-17,10,0
0.75,1,5176.81,3.65,0.1,0,14.95,0,0,0,639645.98,0,263.33,5e-17,10,0
0.75,1.5,1417.02,0,0,0,41.65,0,0,0,1781789.89,0,21.23,5e-17,10,0
0.75,2,1196.84,0,0,0,49.21,0,0,0,3471489.16,0,0,5e-17,10,0
0.75,2.5,1799.765,0,0,0,50.04,0,0,0,7434775.46,0,0,5e-17,10,0
0.75,3,10328.86,9.35,0.55,0,50.07,0,0,0,25151594.25,0,0,5e-17,10,0
0.75,3.5,16561.96,708578874.46,46080457.24,0.02,50.04,0.05,0,0.3,690302678630.48,0,476.35,5e-17,10,0.3
0.75,4,14734.945,1861228246.36,121172477.71,0.04,50.11,0.06,0,0.53,1697694898669.38,0,987.78,5e-17,10,0.53
0.75,4.5,11807.495,2772221274.55,180327401.89,0.06,50.05,0.23,0,0.79,2035916275810.55,0,1082.34,5e-17,10,0.79
0.75,5,11342.675,3489991869.47,227191812.08,0.05,50.1,0.13,0,0.83,2484809260956.68,0,1205.07,5e-17,10,0.83
0.8,0.75,13952.62,133.76,2,0,1.2,0,0,0,39839.23,0,309.19,5e-17,10,0
0.8,1.25,2089.785,0,0,0,27.38,0,0,0,1037457.88,0,26.25,5e-17,10,0
0.8,1.75,1275.245,0,0,0,46.21,0,0,0,2466268.92,0,0.09,5e-17,10,0
0.8,2.25,1337.345,0,0,0,49.86,0,0,0,4862196.33,0,0.6,5e-17,10,0
0.8,2.75,2743.415,0,0,0,50.01,0,0,0,10835121.44,0,1.23,5e-17,10,0
0.8,3.25,18250.5,224.25,14.65,0,50.02,0,0,0,137562695.11,0,0,5e-17,10,0
0.8,3.75,14673.56,1190397610.5,78642182.5,0.04,50.07,0.15,0,0.48,1073253162426.06,0,585.61,5e-17,10,0.48
0.8,4.25,13290.455,2215287624.38,146564658.08,0.06,50.17,0.23,0,0.67,1858422216467.92,0.02,855.83,5e-17,10,0.67
0.8,4.75,11551.405,3044213105.64,201154656.64,0.01,50.08,0.05,0,0.77,2229315141995.17,0,1050.95,5e-17,10,0.77
0.8,0.5,539.985,0,0,0,1,0,0,0,61.99,0,0,5e-17,10,0
0.8,1,8221.475,15.93,0.5,0,12.29,0,0,0,633061.42,0,324.12,5e-17,10,0
0.8,1.5,1481.73,0,0,0,39.57,0,0,0,1723420.9,0,14.08,5e-17,10,0
0.8,2,1220.83,0,0,0,48.8,0,0,0,3245576.04,0,0.57,5e-17,10,0
0.8,2.5,1655.97,0,0,0,50.03,0,0,0,7031176.05,0,0.16,5e-17,10,0
0.8,3,7752.02,3.09,0.12,0,50.06,0,0,0,21224686.33,0,0,5e-17,10,0
0.8,3.5,16851.695,558560330.37,36904573.46,0.02,50.09,0.03,0,0.24,550819423819.17,0,319.36,5e-17,10,0.24
0.8,4,14504.28,1742520790.23,115098838.5,0.02,50.06,0.09,0,0.58,1581719932729.08,0,822.68,5e-17,10,0.58
0.8,4.5,12084.715,2655554379.63,175518049.3,0.05,50.1,0.32,0,0.82,2029129422486.71,0,909.02,5e-17,10,0.82
0.8,5,12141.42,3392980585.93,224168770.63,0.05,50.07,0.19,0,0.74,2629014279896.54,0,1186.57,5e-17,10,0.74
0.85,0.75,13575.08,74.84,1.19,0,1.16,0,0,0,23773.76,0,69.2,5e-17,10,0
0.85,1.25,2326.055,0,0,0,26.39,0,0,0,1151552.54,0,55.56,5e-17,10,0
0.85,1.75,1290.72,0,0,0,45.07,0,0,0,2283410.56,0,0.89,5e-17,10,0
0.85,2.25,1300.36,0,0,0,49.64,0,0,0,4275815.61,0,0,5e-17,10,0
0.85,2.75,2328.09,0,0,0,50.03,0,0,0,9352495.07,0,0,5e-17,10,0
0.85,3.25,17992.35,101.05,6.83,0,50.01,0,0,0,67956272.59,0,0,5e-17,10,0
0.85,3.75,15460.745,1063998461.82,71306588.06,0.03,50.02,0.15,0,0.43,1022108863956.61,0,469.51,5e-17,10,0.43
0.85,4.25,13229.745,2105876124.66,141292821.55,0.02,50.1,0.14,0,0.68,1779001433297.14,0,791.83,5e-17,10,0.68
0.85,4.75,11321.645,2932627159.63,196876222.58,0.08,50.14,0.31,0,0.83,2136743453775.29,0,855.38,5e-17,10,0.83
0.85,0.5,437.985,0,0,0,1,0,0,0,39.64,0,0,5e-17,10,0
0.85,1,12676.25,44.65,0.93,0,8.53,0,0,0,509079.34,0,301.01,5e-17,10,0
0.85,1.5,1574.555,0,0,0,37.49,0,0,0,1574989.91,0,7.77,5e-17,10,0
0.85,2,1228.55,0,0,0,48.58,0,0,0,3143693.72,0,10.38,5e-17,10,0
0.85,2.5,1559.32,0,0,0,49.94,0,0,0,5986294.37,0,0,5e-17,10,0
0.85,3,5872.915,0.56,0.05,0,50.03,0,0,0,18925141.34,0,0,5e-17,10,0
0.85,3.5,17050.015,418543945.4,28061905.49,0,50.07,0,0,0.2,412359340148.41,0,210.86,5e-17,10,0.2
0.85,4,14761.8,1609995942.13,108044275.21,0.05,50.12,0.3,0,0.46,1506965772893.42,0.02,673.58,5e-17,10,0.46
0.85,4.5,12855.09,2551099294.09,171023502.26,0.05,50.04,0.19,0,0.76,2105548890118.86,0,869.24,5e-17,10,0.76
0.85,5,12242.55,3291012468.21,220780921.8,0.01,50.09,0.04,0,0.8,2609972936515.04,0,1031.68,5e-17,10,0.8
0.9,0.75,10047.63,27.38,0.47,0,1.06,0,0,0,10994.83,0,52.65,5e-17,10,0
0.9,1.25,3035.09,0,0,0,21.62,0,0,0,932323.66,0,24.7,5e-17,10,0
0.9,1.75,1306.935,0,0,0,44.38,0,0,0,2355355.83,0,3.67,5e-17,10,0
0.9,2.25,1274.28,0,0,0,49.51,0,0,0,4071766.14,0,0.46,5e-17,10,0
0.9,2.75,2049.715,0,0,0,50,0,0,0,9004199.97,0,0,5e-17,10,0
0.9,3.25,16057.305,48.73,3.22,0,50,0,0,0,44727359.11,0,0,5e-17,10,0
0.9,3.75,15895.31,925347469.61,62972532.39,0.05,50.06,0.16,0,0.34,921292772977.78,0,376.6,5e-17,10,0.34
0.9,4.25,13278.155,1992933721.25,135631686.18,0.02,50.06,0.1,0,0.68,1710923046055.32,0,635.37,5e-17,10,0.68
0.9,4.75,12091.28,2834723766.71,192952751.9,0.04,50.07,0.13,0,0.82,2238341732588.74,0.01,841.1,5e-17,10,0.82
0.9,0.5,364.845,0,0,0,1,0,0,0,30.81,0,0,5e-17,10,0
0.9,1,15655.52,89.39,1.8,0,6.1,0,0,0,498434.54,0,332.89,5e-17,10,0
0.9,1.5,1648.9,0,0,0,35.19,0,0,0,1558526.64,0,32.28,5e-17,10,0
0.9,2,1220.095,0,0,0,48.39,0,0,0,3229885.74,0,0,5e-17,10,0
0.9,2.5,1430.755,0,0,0,49.96,0,0,0,5752680.33,0,0,5e-17,10,0
0.9,3,4625.58,0,0,0,50.03,0,0,0,15915681.56,0,0,5e-17,10,0
0.9,3.5,17669.36,272244032.85,18525715.52,0.01,50.08,0.07,0,0.09,269965808441.76,0,146.75,5e-17,10,0.09
0.9,4,14955.565,1493745443.41,101645033.75,0.01,50.05,0.03,0,0.62,1433228416020.68,0,596.86,5e-17,10,0.62
0.9,4.5,12808.595,2433350105.5,165696525.55,0.01,50.1,0.03,0,0.74,2031043631889.67,0.01,747.49,5e-17,10,0.74
0.9,5,10860.015,3187997245.34,217155942.28,0.07,50.12,0.23,0,0.87,2263091547282.84,0.01,810.31,5e-17,10,0.87
0.95,0.75,2976.885,0.47,0,0,1,0,0,0,1918.98,0,0,5e-17,10,0
0.95,1.25,3480.145,0.02,0,0,19.81,0,0,0,987056.53,0,37.63,5e-17,10,0
0.95,1.75,1376.835,0,0,0,42.31,0,0,0,2141284.31,0,2.99,5e-17,10,0
0.95,2.25,1271.39,0,0,0,49.42,0,0,0,4037211.28,0,0,5e-17,10,0
0.95,2.75,1962.18,0,0,0,50.05,0,0,0,8074648.09,0,0.91,5e-17,10,0
0.95,3.25,13524.945,20.28,1.61,0,50.01,0,0,0,34119081.22,0,0,5e-17,10,0
0.95,3.75,16391.315,795986255.42,54943315.45,0,50.03,0,0,0.29,824014422844.57,0,326.5,5e-17,10,0.29
0.95,4.25,12944.195,1871778270.99,129308222.06,0.04,50.09,0.23,0,0.71,1582724592614.34,0.01,569.92,5e-17,10,0.71
0.95,4.75,12722.005,2721049736.14,188141626.74,0.02,50.15,0.1,0,0.74,2300106640800.61,0.01,738.63,5e-17,10,0.74
0.95,0.5,334.355,0,0,0,1,0,0,0,24.61,0,0,5e-17,10,0
0.95,1,17514.5,209.57,4.05,0,3,0,0,0,290771.08,0,146.19,5e-17,10,0
0.95,1.5,1788.485,0,0,0,33.69,0,0,0,1533907.03,0,16.48,5e-17,10,0
0.95,2,1242.665,0,0,0,47.38,0,0,0,2885735.88,0,1.27,5e-17,10,0
0.95,2.5,1436.31,0,0,0,49.88,0,0,0,5610807.07,0,0.82,5e-17,10,0
0.95,3,3417.67,0,0,0,50.03,0,0,0,13728422.86,0,0.78,5e-17,10,0
0.95,3.5,18139.815,137018445.9,9453809.93,0,50.04,0,0,0.02,122279124400.14,0,49.19,5e-17,10,0.02
0.95,4,15546.935,1368751163.62,94508010.75,0.05,50.05,0.22,0,0.41,1383463079043.77,0,454.39,5e-17,10,0.41
0.95,4.5,13206.95,2323337741.34,160510217.5,0.04,50.09,0.14,0,0.7,2027541518483.15,0.01,710.9,5e-17,10,0.7
0.95,5,11567.075,3081986539.43,213185795.45,0.06,50.18,0.28,0,0.82,2371569156581.2,0,748.48,5e-17,10,0.82
1,0.75,1155.435,0,0,0,1,0,0,0,434.43,0,0,5e-17,10,0
1,1.25,4924.63,1.75,0.05,0,15.55,0,0,0,864244.69,0,42.73,5e-17,10,0
1,1.75,1406.395,0,0,0,42.04,0,0,0,2141821.28,0,2.82,5e-17,10,0
1,2.25,1229.105,0,0,0,49.22,0,0,0,3911464.26,0,0.29,5e-17,10,0
1,2.75,1837.825,0,0,0,50.05,0,0,0,7915917.1,0,0,5e-17,10,0
1,3.25,9854.81,6.8,0.42,0,50.02,0,0,0,27313700.87,0,0,5e-17,10,0
1,3.75,16969.56,658651448.01,46137568.98,0.01,50.06,0.01,0,0.2,708549009750.49,0,260.1,5e-17,10,0.2
1,4.25,13872.945,1754110790.56,122932806.13,0.03,50.09,0.07,0,0.63,1615991098160.46,0.01,469.71,5e-17,10,0.63
1,4.75,12277.71,2616833950.44,183525193.93,0.04,50.14,0.13,0,0.76,2159647642960.92,0,645.47,5e-17,10,0.76
1,0.5,318.73,0,0,0,1,0,0,0,21.19,0,0,5e-17,10,0
1,1,16623.1,258.61,5.51,0,1.6,0,0,0,100260.23,0,36.36,5e-17,10,0
1,1.5,1921.6,0,0,0,31.07,0,0,0,1425052.6,0,14.34,5e-17,10,0
1,2,1265.81,0,0,0,46.72,0,0,0,2803604.8,0,0,5e-17,10,0
1,2.5,1383.79,0,0,0,49.83,0,0,0,5286671.94,0,0,5e-17,10,0
1,3,3208.56,0,0,0,50.06,0,0,0,12319755.21,0,0,5e-17,10,0
1,3.5,18250.5,1447970.6,101366.69,0.01,50.03,0,0,0,2007626490.49,0,1.91,5e-17,10,0
1,4,15067.105,1242503526.53,87042378.79,0,50.06,0,0,0.51,1228012975946.64,0,400.93,5e-17,10,0.51
1,4.5,12625.845,2215571732.87,155215098.73,0.02,50.06,0.12,0,0.69,1865581074686.77,0.01,539.91,5e-17,10,0.69
1,5,11997.07,2989997341.38,209591649.72,0.03,50.1,0.13,0,0.78,2419338119012.54,0,657.31,5e-17,10,0.78
